rank,prime,time_ns
146007493,3034014337,45605663
146583838,3046592579,45294806
146637448,3047763541,45859632
146830178,3051974069,45966376
147070731,3057224227,46410737
147259873,3061361087,46495572
147384289,3064071331,46160792
147396114,3064332577,45821781
147460947,3065745359,45492489
147978876,3077050429,45727110
147987530,3077240233,45691995
148151432,3080822083,45692267
148444649,3087227267,45769489
148563082,3089819591,45813449
148946103,3098196403,46340740
149130187,3102227771,45874003
149139652,3102435433,45747039
149219680,3104184493,46375982
150041156,3122139257,46121699
150213942,3125909477,45853570
150247015,3126633833,46258994
150829441,3139376263,47156486
151175089,3146935747,47231053
151918234,3163182227,46555427
152146048,3168161693,46240310
152827770,3183083681,46408993
152846731,3183499877,46529653
153233924,3191965759,46422746
153433260,3196332691,46617642
153730723,3202840379,46850617
154446590,3218506651,46611992
154642742,3222809533,46686874
154790080,3226034321,46748510
154808718,3226441241,46743306
154928839,3229070969,46700513
155096656,3232749389,47132927
155493075,3241432451,46933844
155508214,3241766987,46803583
155734585,3246721141,47222493
156163513,3256106141,47092322
156179266,3256452113,47195755
156399994,3261286489,47997609
156407554,3261452323,47164227
156883155,3271886587,47278211
157004663,3274554287,47019815
157035823,3275235983,47148419
157205504,3278949911,47221697
157230662,3279499627,49776163
157231893,3279525869,49055312
157342432,3281948741,47046673
157475324,3284860031,47639884
157608987,3287788363,47271006
157677373,3289288693,47361430
157855115,3293181893,47701837
158512724,3307595129,47356759
158556029,3308544959,47142314
158584924,3309180001,47424736
158706382,3311846761,47551545
158906390,3316229537,48662389
158911113,3316332673,48921879
159119140,3320889133,48702712
